-0.0060,0.0357,-0.0217,0.0005,0,0
0.5057,0.2419,0.0237,0.3303,0,0
1.0033,0.4549,0.0370,0.3288,0,0
1.6067,0.6375,0.0164,0.3190,0,0
2.1202,0.8236,0.0721,0.3195,0,0
2.5941,1.0707,0.0932,0.3166,0,0
3.1357,1.3330,0.0274,0.8276,0,0
3.5312,1.7943,0.0753,0.8227,0,0
3.8155,2.2837,0.0774,0.9939,0,0
4.1058,2.7093,0.0924,0.9891,0,0
4.3404,3.2078,0.0904,0.9832,0,0
4.6458,3.6038,0.0766,0.9796,0,0
4.9343,4.0646,0.1042,0.9765,0,0
5.1895,4.5547,0.1090,0.9723,0,0
5.4439,4.9990,0.1308,0.9663,0,0
5.7219,5.4712,0.1433,0.9652,0,0
6.0146,5.9033,0.1445,0.9972,0,0
6.2697,6.3879,0.1990,1.1886,0,0
6.4181,6.8863,0.1910,1.1808,0,0
6.5288,7.3962,0.2122,1.1804,0,0
6.7482,7.8651,0.2358,1.1785,0,0
6.8807,8.4090,0.2836,1.1720,0,0
7.0629,8.9662,0.2608,1.1679,0,0
7.2106,9.4987,0.2646,1.1606,0,0
7.3797,10.0434,0.3079,1.1565,0,0
7.5743,10.5383,0.3416,1.1519,0,0
7.7471,11.0847,0.2991,1.1457,0,0
7.9353,11.6759,0.4100,1.1385,0,0
8.1884,12.1464,0.4431,1.1330,0,0
8.3489,12.6937,0.4272,1.1256,0,0
8.5135,13.1855,0.4148,1.1254,0,0
8.8146,13.6657,0.5849,1.1203,0,0
8.9750,14.1454,0.6138,1.1119,0,0
9.0912,14.6606,0.6411,1.1082,0,0
9.3432,15.1852,0.6165,1.1005,0,0
9.5966,15.6851,0.7864,1.0989,0,0
9.8023,16.2092,0.7999,1.0915,0,0
10.0100,16.6886,0.8472,1.0873,0,0
10.1114,17.2262,0.8462,1.1056,0,0
10.4472,17.6488,0.8540,1.1448,0,0
10.5440,18.1505,0.9226,1.1669,0,0
10.7153,18.7155,0.9600,1.1713,0,0
10.9412,19.1692,1.0254,1.1681,0,0
11.1331,19.6700,1.0552,1.1630,0,0
11.2971,20.1855,1.1545,1.1557,0,0
11.4929,20.6957,1.2038,1.1537,0,0
11.7227,21.1929,1.2183,1.1443,0,0
11.8714,21.6778,1.2451,1.1410,0,0
12.0749,22.2064,1.2028,1.1542,0,0
12.2758,22.7258,1.3427,1.1534,0,0
12.4923,23.1975,1.3398,1.1507,0,0
12.6295,23.6806,1.2939,1.1697,0,0
12.7915,24.1934,1.2255,1.1770,0,0
12.9282,24.6748,1.2909,1.1718,0,0
13.0603,25.2312,1.2813,1.2131,0,0
13.2190,25.7264,1.3534,1.2211,0,0
13.3054,26.2527,1.3098,1.2162,0,0
13.4860,26.7607,1.3601,1.2621,0,0
13.5612,27.3046,1.4111,1.2593,0,0
13.7282,27.9021,1.4318,1.3017,0,0
13.8648,28.4144,1.4884,1.3087,0,0
13.8344,29.0283,1.6069,1.4172,0,0
13.9871,29.5047,1.5632,1.4419,0,0
14.0450,30.0571,1.5720,1.5069,0,0
14.0150,30.5767,1.6358,1.5543,0,0
13.9922,31.1573,1.6913,1.6237,0,0
13.9528,31.7168,1.7079,1.7296,0,0
13.8299,32.2298,1.6894,1.8331,0,0
13.6338,32.7139,1.6192,1.9364,0,0
13.3016,33.1711,1.7025,2.0425,0,0
13.1157,33.6578,1.6236,2.1250,0,0
12.6673,33.8935,1.8184,2.2230,0,0
12.3448,34.3356,1.8001,2.3215,0,0
11.8369,34.6443,1.7561,2.4503,0,0
11.3434,34.9770,1.9073,2.5083,0,0
10.9321,35.3839,1.7098,2.5085,0,0
10.4068,35.5787,1.8107,2.5044,0,0
9.9661,35.8489,1.7475,2.5005,0,0
9.4856,36.1804,1.6128,2.4971,0,0
9.0306,36.4399,1.7460,2.4935,0,0
8.5731,36.7594,1.7013,2.4884,0,0
8.1316,37.0244,1.6903,2.4845,0,0
7.7073,37.2975,1.5877,2.4792,0,0
7.2304,37.6112,1.6709,2.4770,0,0
6.7468,37.8629,1.6992,2.4719,0,0
6.3378,38.2318,1.5859,2.4679,0,0
5.9310,38.5341,1.5362,2.4645,0,0
5.4817,38.7810,1.4985,2.4576,0,0
5.0035,39.1372,1.6314,2.4545,0,0
4.5868,39.4329,1.6188,2.4510,0,0
4.1702,39.7758,1.4876,2.4462,0,0
3.7290,40.0939,1.4521,2.4408,0,0
3.2363,40.4164,1.4776,2.4330,0,0
2.8506,40.7385,1.3636,2.4303,0,0
2.4014,41.0249,1.4433,2.4254,0,0
1.8939,41.4059,1.4888,2.4205,0,0
1.4444,41.7480,1.2879,2.4164,0,0
0.9830,42.0311,1.3423,2.4101,0,0
0.5696,42.3380,1.2781,2.4061,0,0
0.1042,42.6643,1.2411,2.4023,0,0
-0.2677,43.0066,1.2975,2.4716,0,0
-0.7227,43.2249,1.2729,2.4761,0,0
-1.1548,43.4986,1.2748,2.4740,0,0
-1.6277,43.8380,1.2566,2.4716,0,0
-2.0759,44.1578,1.1475,2.4680,0,0
-2.5533,44.4295,1.2004,2.4635,0,0
-3.0599,44.8269,1.1580,2.4596,0,0
-3.5762,45.1806,1.1525,2.4620,0,0
-4.0415,45.4809,1.1499,2.4680,0,0
-4.4943,45.7897,1.1121,2.4818,0,0
-4.9427,46.0909,1.0756,2.4921,0,0
-5.3811,46.3636,1.0438,2.4958,0,0
-5.8277,46.6606,1.0501,2.4965,0,0
-6.2904,46.9423,1.0364,2.4927,0,0
-6.8045,47.2473,1.0141,2.5102,0,0
-7.2244,47.5349,1.0827,2.5112,0,0
-7.6655,47.8408,1.0304,2.5086,0,0
-8.1469,48.1534,0.9840,2.5038,0,0
-8.6462,48.3957,0.9454,2.4987,0,0
-9.1036,48.7329,0.9543,2.4948,0,0
-9.6388,49.0471,0.9624,2.4911,0,0
-10.0862,49.3428,0.9427,2.5085,0,0
-10.5746,49.6125,0.9323,2.5096,0,0
-11.0054,49.9037,0.9515,2.5056,0,0
-11.4560,50.1308,0.8397,2.5010,0,0
-11.8999,50.4398,0.9311,2.4986,0,0
-12.3354,50.7028,0.9086,2.4945,0,0
-12.7949,51.0104,0.8048,2.4892,0,0
-13.2542,51.3161,0.8044,2.4843,0,0
-13.6758,51.5943,0.8267,2.4811,0,0
-14.0947,51.9006,0.7472,2.4813,0,0
-14.5559,52.1826,0.7545,2.4780,0,0
-15.0605,52.5111,0.7638,2.4748,0,0
-15.5682,52.8246,0.7782,2.4743,0,0
-16.0558,53.1550,0.7441,2.4910,0,0
-16.5161,53.4743,0.7458,2.4997,0,0
-17.0534,53.7553,0.7601,2.4971,0,0
-17.4850,54.0481,0.6762,2.4930,0,0
-17.9799,54.3435,0.6940,2.4891,0,0
-18.4890,54.6476,0.6452,2.4823,0,0
-18.9375,54.9468,0.6063,2.4761,0,0
-19.3877,55.2859,0.5808,2.4738,0,0
-19.8475,55.5581,0.5975,2.4693,0,0
-20.2999,55.8566,0.5833,2.4801,0,0
-20.7602,56.1363,0.6489,2.4788,0,0
-21.2113,56.4486,0.6348,2.4779,0,0
-21.7094,56.7331,0.6067,2.4736,0,0
-22.1307,57.0467,0.5531,2.4960,0,0
-22.5934,57.3892,0.6946,2.4992,0,0
-23.0818,57.6682,0.5934,2.4927,0,0
-23.5704,57.9801,0.6585,2.4913,0,0
-24.0824,58.2740,0.6155,2.5045,0,0
-24.5342,58.5585,0.6031,2.5082,0,0
-24.9964,58.8544,0.6032,2.5075,0,0
-25.4938,59.1462,0.5146,2.5031,0,0
-25.9251,59.3996,0.5221,2.5008,0,0
-26.3994,59.7173,0.5189,2.4947,0,0
-26.8539,59.9977,0.5407,2.4910,0,0
-27.2959,60.3025,0.5411,2.4868,0,0
-27.7495,60.5707,0.5229,2.4823,0,0
-28.1729,60.8603,0.5240,2.4788,0,0
-28.6273,61.1384,0.4798,2.4719,0,0
-29.0487,61.4430,0.4495,2.4722,0,0
-29.4868,61.7251,0.4075,2.4725,0,0
-29.9202,62.0171,0.4199,2.4675,0,0
-30.3768,62.3591,0.3597,2.4653,0,0
-30.8211,62.6099,0.3739,2.4589,0,0
-31.2611,62.9186,0.2793,2.4758,0,0
-31.7248,63.2209,0.2777,2.4783,0,0
-32.1876,63.5005,0.4305,2.5129,0,0
-32.6225,63.7710,0.4166,2.5161,0,0
-33.1042,64.0398,0.4488,2.5120,0,0
-33.6035,64.3529,0.3820,2.5074,0,0
-34.1334,64.6937,0.2908,2.4997,0,0
-34.5824,64.9846,0.3528,2.4946,0,0
-35.0324,65.2338,0.4284,2.4902,0,0
-35.4430,65.5375,0.3369,2.4859,0,0
-35.8899,65.8313,0.3162,2.4821,0,0
-36.3333,66.1202,0.2997,2.4776,0,0
-36.7849,66.4173,0.3349,2.4739,0,0
-37.3173,66.7148,0.3166,2.4668,0,0
-37.7262,67.0173,0.3805,2.4626,0,0
-38.2172,67.3375,0.3377,2.4569,0,0
-38.6271,67.6820,0.2865,2.4513,0,0
-39.0621,68.0409,0.2703,2.4477,0,0
-39.5102,68.2796,0.2178,2.4406,0,0
-39.9275,68.5618,0.2534,2.4370,0,0
-40.3430,68.8570,0.2095,2.4333,0,0
-40.7879,69.2163,0.2179,2.4530,0,0
-41.2826,69.4888,0.2213,2.4673,0,0
-41.6476,69.8374,0.2487,2.4748,0,0
-42.1370,70.1207,0.2814,2.4800,0,0
-42.6065,70.4696,0.2568,2.4968,0,0
-43.0292,70.7524,0.2609,2.4946,0,0
-43.4775,71.0316,0.2166,2.4918,0,0
-43.8987,71.3503,0.2198,2.4872,0,0
-44.4529,71.6412,0.1575,2.4826,0,0
-44.8730,72.0054,0.1586,2.4838,0,0
-45.3435,72.2211,0.1579,2.4978,0,0
-45.7264,72.5759,0.1985,2.5044,0,0
-46.1951,72.7851,0.2303,2.5049,0,0
-46.6788,73.0708,0.1807,2.5025,0,0
-47.1946,73.3955,0.1598,2.4982,0,0
-47.6457,73.7057,0.1257,2.4949,0,0
-48.1449,73.9610,0.1656,2.4878,0,0
-48.5851,74.3295,0.0834,2.4844,0,0
-49.0345,74.6562,0.0499,2.4798,0,0
-49.5124,74.9142,0.0323,2.4814,0,0
-49.9891,75.2357,0.1388,2.4785,0,0
-50.4185,75.5462,0.1090,2.4752,0,0
-50.8698,75.8183,0.0609,2.4951,0,0
-51.2871,76.1117,0.1030,2.4968,0,0
-51.7339,76.3709,0.1014,2.4942,0,0
-52.2449,76.7057,0.1176,2.4904,0,0
-52.6931,76.9622,0.0733,2.4850,0,0
-53.1079,77.2717,0.0995,2.4815,0,0
-53.5258,77.5814,0.0631,2.4813,0,0
-53.9610,77.8850,0.0670,2.4940,0,0
-54.4167,78.1126,0.0698,2.4914,0,0
-54.8655,78.3793,0.1005,2.4859,0,0
-55.3172,78.6615,0.0730,2.4820,0,0
-55.7896,78.9693,0.0958,2.4777,0,0
-56.2507,79.2927,0.1056,2.4732,0,0
-56.7074,79.5725,0.1350,2.4677,0,0
-57.1366,79.8676,0.1309,2.4630,0,0
-57.5534,80.1815,0.1142,2.4578,0,0
-58.0431,80.4996,0.2014,2.4515,0,0
-58.4506,80.8087,0.2132,2.4472,0,0
-58.8781,81.1347,0.2048,2.4415,0,0
-59.3207,81.4335,0.1963,2.4565,0,0
-59.8025,81.7829,0.1640,2.4580,0,0
-60.2206,82.0788,0.1939,2.4542,0,0
-60.6537,82.4018,0.2001,2.4492,0,0
-61.0722,82.6795,0.2212,2.4457,0,0
-61.4955,82.9828,0.2370,2.4417,0,0
-61.9211,83.3098,0.2499,2.4444,0,0
-62.4065,83.6273,0.2744,2.4480,0,0
-62.8813,84.0551,0.2213,2.4457,0,0
-63.3382,84.2915,0.2573,2.4489,0,0
-63.7757,84.5638,0.2385,2.4442,0,0
-64.2431,84.8851,0.2436,2.4383,0,0
-64.6863,85.1995,0.2516,2.4331,0,0
-65.1145,85.4874,0.2032,2.4282,0,0
-65.5338,85.8309,0.2481,2.4239,0,0
-65.9390,86.1599,0.3352,2.4453,0,0
-66.3458,86.4894,0.3559,2.4469,0,0
-66.7634,86.7662,0.3451,2.4433,0,0
-67.2067,87.0634,0.3324,2.4380,0,0
-67.6043,87.3719,0.3627,2.4335,0,0
-68.0414,87.6716,0.3357,2.4286,0,0
-68.4547,87.9993,0.3568,2.4242,0,0
-68.8593,88.2963,0.4101,2.4198,0,0
-69.2997,88.5920,0.3740,2.4138,0,0
